true_label,predicted_label,features
F,N,"[0.24722222222222223, 0.032945271990105905, 0.20833333333333334, 0.28888888888888886, 3.0, 360.0, 0.9963257203156408, 2.327971057867426, 6.517845165681608, 0.7520592281111123, 0.48058200630927234]"
F,N,"[0.2708333333333333, 0.02916666666666666, 0.24166666666666667, 0.3, 2.0, 360.0000000000001, 1.212786459685408, 3.6817842602292075, 6.372109967556724, 0.7005375347387848, 0.4419221596144291]"
F,N,"[0.2564814814814815, 0.03129026897910333, 0.22777777777777777, 0.3, 3.0, 360.0, 0.7064994507433504, 1.5885214991584915, 6.102900979243808, 0.763703457953823, 0.6138583040970016]"
F,N,"[0.2555555555555556, 0.03788383804718295, 0.21388888888888888, 0.3055555555555556, 3.0, 360.0, 1.022627384719145, 3.150404685348901, 6.915628284408749, 0.7371051493096584, 0.4443386636722389]"
F,V,"[0.262037037037037, 0.040338927612577714, 0.20833333333333334, 0.3055555555555556, 3.0, 359.99999999999994, -0.4047873974876987, 0.3969118009497512, 4.948161394189793, 0.7603642254635247, 0.5558183993552946]"
F,N,"[0.26203703703703707, 0.030793128052436843, 0.2388888888888889, 0.3055555555555556, 3.0, 359.99999999999994, 0.9190297366686127, 2.314226919264666, 6.624880620428582, 0.7534810101748142, 0.47270423336940437]"
F,N,"[0.2564814814814815, 0.04196395997638764, 0.20555555555555555, 0.30833333333333335, 3.0, 360.0, 1.2249848383919277, 3.6019312500105976, 6.336799940221217, 0.7273962458939173, 0.5049663156488876]"
F,N,"[0.2657407407407408, 0.036453740157462076, 0.23333333333333334, 0.31666666666666665, 3.0, 360.0, 0.9975075006644586, 2.8022873619554174, 6.7230696592712, 0.7505677363656218, 0.48846719943413797]"
F,N,"[0.28055555555555556, 0.030555555555555558, 0.25, 0.3111111111111111, 2.0, 359.99999999999994, 1.149853932382935, 3.4342782509038496, 6.534359318879182, 0.7385722572988836, 0.4811575972742501]"
F,N,"[0.2537037037037037, 0.03729079734370792, 0.21944444444444444, 0.3055555555555556, 3.0, 360.00000000000006, 1.0905091431402745, 2.977142429646963, 6.272228258894664, 0.7422140682722261, 0.52548840026777]"
F,N,"[0.22592592592592595, 0.024251483062423702, 0.2, 0.25833333333333336, 3.0, 359.99999999999994, 1.9402069088794573, 8.298918071303504, 7.798252225302747, 0.6739437399601264, 0.47551894703301356]"
F,N,"[0.2574074074074074, 0.028358134872432505, 0.23333333333333334, 0.2972222222222222, 3.0, 360.0, 0.9093609628825321, 2.220955370890919, 6.771048810026503, 0.7464125087109866, 0.5525707054213783]"
F,N,"[0.2657407407407408, 0.04649955381292489, 0.20833333333333334, 0.32222222222222224, 3.0, 360.0, 0.904844084522968, 2.667998555620427, 6.359773604130326, 0.7430797452551812, 0.5064154036577966]"
F,N,"[0.2537037037037037, 0.03304920055106434, 0.225, 0.3, 3.0, 359.99999999999994, 0.9792113604897028, 2.668639716917048, 6.694685734180828, 0.7449056117436033, 0.5092809544341959]"
F,N,"[0.2574074074074075, 0.03412134402349682, 0.23055555555555557, 0.3055555555555556, 3.0, 360.00000000000006, 1.0030334142714137, 3.1092926035384716, 6.912605256580777, 0.7425108232167668, 0.5321289477593347]"
F,N,"[0.24629629629629632, 0.04560596428157315, 0.2, 0.30833333333333335, 3.0, 360.0, 1.3409605893400531, 3.922814474872564, 6.960702334966931, 0.7336514972240233, 0.49634497757467366]"
F,N,"[0.2708333333333333, 0.04583333333333332, 0.225, 0.31666666666666665, 2.0, 360.0, 1.124462815240673, 4.1217972249358, 7.676453507780524, 0.7337592006763534, 0.4488308887715794]"
F,N,"[0.2638888888888889, 0.04200480082301391, 0.2111111111111111, 0.3138888888888889, 3.0, 360.0000000000001, 1.36529550278401, 4.836397833764692, 6.570553929132626, 0.6883599119064553, 0.41505854610789744]"
+,V,"[0.29444444444444445, 0.002777777777777768, 0.2916666666666667, 0.2972222222222222, 2.0, 360.00000000000006, -0.23580352356582152, 0.44761708999160144, 5.045168600845372, 0.7353599426344187, 0.49024560395391015]"
F,N,"[0.2564814814814815, 0.0480768703175821, 0.20277777777777778, 0.3194444444444444, 3.0, 360.00000000000006, 1.1844529545222566, 3.7757318437668, 6.640991519200831, 0.7315111343077854, 0.517378979834294]"
V,N,"[0.2722222222222222, 0.030555555555555544, 0.24166666666666667, 0.30277777777777776, 2.0, 360.00000000000006, 1.082243351184563, 3.3661002607282597, 6.7845155013074345, 0.7309404099621133, 0.43388312050784017]"
F,N,"[0.25833333333333336, 0.024532669073132916, 0.23333333333333334, 0.2916666666666667, 3.0, 360.00000000000006, 1.0297556625744018, 3.057988811135803, 6.514647535774688, 0.7387598114393134, 0.4906036284780298]"
F,N,"[0.2574074074074074, 0.0385790123259253, 0.2111111111111111, 0.3055555555555556, 3.0, 360.00000000000006, 1.2539451408374034, 4.072110435796521, 6.651066285032723, 0.7259096279626015, 0.4321577630629586]"
F,N,"[0.2657407407407408, 0.036453740157462076, 0.23333333333333334, 0.31666666666666665, 3.0, 359.99999999999994, 1.1934265248413638, 3.9439549781189616, 6.6096051224505725, 0.7126008260644715, 0.45379389223834354]"
F,N,"[0.2763888888888889, 0.04583333333333334, 0.23055555555555557, 0.32222222222222224, 2.0, 360.0, 1.1218910344702793, 3.4468435996153213, 6.985536612482022, 0.7393112344932995, 0.4461987078132454]"
F,/,"[0.26666666666666666, 0.03815444032969723, 0.23055555555555557, 0.3194444444444444, 3.0, 360.0, 0.47232910473110207, 2.1055417296413745, 6.375025199702455, 0.7327545439642948, 0.5609055940576146]"
+,V,"[0.3027777777777778, 0.01944444444444446, 0.2833333333333333, 0.32222222222222224, 2.0, 360.0, -0.3270155536993984, 0.4643037891270554, 4.954139340960902, 0.7352899375561186, 0.5026164480891903]"
F,N,"[0.2564814814814815, 0.03281489841975804, 0.23055555555555557, 0.30277777777777776, 3.0, 359.99999999999994, 0.9405062913107699, 2.9789442248091866, 6.85835634146707, 0.7338927167555839, 0.4679212166492507]"
F,N,"[0.2611111111111111, 0.02787021656165261, 0.2361111111111111, 0.3, 3.0, 360.0, 1.0643663818717348, 2.6306135065593796, 6.404906529844123, 0.7479389737278833, 0.4977800436872757]"
F,N,"[0.2708333333333333, 0.03194444444444443, 0.2388888888888889, 0.30277777777777776, 2.0, 359.99999999999994, 0.8763799187065149, 2.0337733921616943, 6.348991915250864, 0.7548489588124996, 0.5358229971330004]"
F,N,"[0.2657407407407408, 0.04588708034579209, 0.23055555555555557, 0.33055555555555555, 3.0, 359.99999999999994, 1.0179568496494358, 3.4711375076003588, 7.043326044162477, 0.7238776130048208, 0.41977125605914545]"
F,N,"[0.2583333333333333, 0.03000342915929564, 0.23055555555555557, 0.3, 3.0, 360.0, 1.1780383692232528, 3.7329664121351183, 6.529673434902765, 0.7222471609070292, 0.4497232668031167]"
F,N,"[0.2861111111111111, 0.030555555555555558, 0.25555555555555554, 0.31666666666666665, 2.0, 360.0, 1.1010924938341933, 3.268310117848996, 6.5123291874667535, 0.7427235798483256, 0.5373994392487789]"
F,N,"[0.27361111111111114, 0.031944444444444456, 0.24166666666666667, 0.3055555555555556, 2.0, 360.0, 1.2026892545862615, 4.028544902558395, 6.4732285412114425, 0.7117767553171203, 0.4534557395123711]"
F,N,"[0.27222222222222225, 0.04166666666666666, 0.23055555555555557, 0.3138888888888889, 2.0, 359.99999999999994, 1.3558210499267387, 4.2064162485533645, 6.701058059080155, 0.7197966217243486, 0.5273450815268088]"
F,N,"[0.2638888888888889, 0.042004800823013916, 0.225, 0.32222222222222224, 3.0, 360.0, 1.2573770158308981, 4.456610414821134, 6.61297144971632, 0.6933727707676619, 0.43393852664436383]"
F,N,"[0.2518518518518518, 0.040845824074282916, 0.20277777777777778, 0.30277777777777776, 3.0, 360.00000000000006, 1.2506958570009326, 4.203172658393624, 6.523869001989972, 0.7044909861945887, 0.42917471384082895]"
F,N,"[0.25833333333333336, 0.0334104047271643, 0.23333333333333334, 0.3055555555555556, 3.0, 360.0, 1.280381648662555, 4.210811594420322, 6.941955196346033, 0.7234598002522291, 0.5292208589360334]"
F,N,"[0.25925925925925924, 0.028718634109760787, 0.22777777777777777, 0.2972222222222222, 3.0, 360.0, 1.0990079743448484, 2.9977202743923614, 6.608599271188519, 0.7379645008362857, 0.5469120346248888]"
F,N,"[0.26203703703703707, 0.03273642505493276, 0.2388888888888889, 0.30833333333333335, 3.0, 359.9999999999999, 1.429479641665722, 4.730115089713664, 6.592166448722952, 0.7184967079426703, 0.46193634848963916]"
F,N,"[0.2791666666666667, 0.012500000000000011, 0.26666666666666666, 0.2916666666666667, 2.0, 360.00000000000006, 1.146067572658894, 4.34298337900199, 6.611745386258848, 0.682082678604077, 0.4204553307964553]"
F,N,"[0.31527777777777777, 0.07361111111111111, 0.24166666666666667, 0.3888888888888889, 2.0, 360.00000000000006, 1.946206319494203, 8.177425457752465, 7.392873021839737, 0.6562014661355718, 0.4671349914976789]"
F,N,"[0.2537037037037037, 0.03404588205713007, 0.2111111111111111, 0.29444444444444445, 3.0, 359.99999999999994, 1.2206651395781096, 3.676132453727943, 6.4322564067130665, 0.724931758104404, 0.49195359144160644]"
F,N,"[0.2583333333333333, 0.029658550700086973, 0.23333333333333334, 0.3, 3.0, 360.0, 1.2352213959348397, 3.8274012744846733, 6.497037680681138, 0.7222768764345743, 0.5089602604757566]"
F,N,"[0.26018518518518513, 0.0431723823217584, 0.20555555555555555, 0.3111111111111111, 3.0, 360.0, 1.1352188624172652, 4.196892084862971, 6.572411478123067, 0.6931368301678483, 0.43247750290901565]"
F,N,"[0.25925925925925924, 0.037565671805742204, 0.2111111111111111, 0.30277777777777776, 3.0, 360.0, 1.2705311384425195, 4.046402179634882, 6.502952850708777, 0.7170859239897204, 0.4943365986896458]"
F,N,"[0.26666666666666666, 0.030555555555555558, 0.2361111111111111, 0.2972222222222222, 2.0, 360.0, 0.6865338346719136, 1.8309903481908032, 6.747442114075762, 0.755233853675936, 0.45972393750764884]"
+,V,"[0.27314814814814814, 0.051035236220446936, 0.20277777777777778, 0.32222222222222224, 3.0, 360.0, -0.35421010495453625, 0.36997944785657744, 4.853811251467326, 0.7471551443519356, 0.5048381660608093]"
F,N,"[0.2564814814814815, 0.039042904893163, 0.2222222222222222, 0.3111111111111111, 3.0, 360.0, 1.2280536648992226, 3.9822432870252404, 6.589986052826559, 0.7262053661161142, 0.4300510668405194]"
+,V,"[0.26944444444444443, 0.03175264481385601, 0.225, 0.2972222222222222, 3.0, 360.0, 0.010564110694214514, 0.2793814620187143, 4.864258505641177, 0.7564010900886842, 0.5716284179663447]"
F,N,"[0.25740740740740736, 0.043881465226195494, 0.225, 0.3194444444444444, 3.0, 359.9999999999999, 1.0867382297754116, 3.2081911392544242, 6.523722126708416, 0.7388862540880655, 0.4707087883290154]"
F,N,"[0.2574074074074074, 0.042086363619864856, 0.20833333333333334, 0.3111111111111111, 3.0, 359.9999999999999, 1.2237018465711298, 4.320842823458495, 6.795676509343352, 0.7073195195863724, 0.4370342797811859]"
F,N,"[0.26851851851851855, 0.04196395997638763, 0.2361111111111111, 0.3277777777777778, 3.0, 360.00000000000006, 1.2387127616637663, 4.1654342842262295, 6.746995355163265, 0.724697675103691, 0.4800944563238538]"
F,N,"[0.2675925925925926, 0.03995453520442854, 0.2222222222222222, 0.3194444444444444, 3.0, 360.0, 1.3789298606688272, 4.706335070917882, 6.998808561749172, 0.7149406181260756, 0.4658017056729853]"
F,N,"[0.24814814814814815, 0.03756567180574222, 0.2, 0.2916666666666667, 3.0, 359.9999999999999, 0.475752095860747, 1.9935139536877102, 6.087823803062472, 0.7139161452074265, 0.47165009590600443]"
F,N,"[0.3013888888888889, 0.04583333333333334, 0.25555555555555554, 0.3472222222222222, 2.0, 360.0, 1.5273182740707005, 5.682821935362581, 7.056158639128309, 0.7084196305780005, 0.48598848652628596]"
F,N,"[0.2657407407407408, 0.03471913566528273, 0.23333333333333334, 0.3138888888888889, 3.0, 360.0000000000001, 1.0536935179763591, 2.992681668229376, 6.605260719756382, 0.7446832809421674, 0.4794861918909207]"
F,N,"[0.26944444444444443, 0.04126348139843924, 0.2388888888888889, 0.3277777777777778, 3.0, 359.99999999999994, 1.47398246361137, 5.36142075918039, 6.9771841989799075, 0.7155081769226459, 0.5003224137083785]"
F,N,"[0.2657407407407407, 0.04423174412035625, 0.22777777777777777, 0.3277777777777778, 3.0, 359.99999999999994, 1.642573738151024, 6.022972057828518, 7.116606168828978, 0.703859051965744, 0.42703204305568193]"
F,N,"[0.262962962962963, 0.03257891126992441, 0.23333333333333334, 0.30833333333333335, 3.0, 360.0, 1.5201157204398943, 5.611970357397043, 6.850042880059812, 0.6755216948495552, 0.40278742243910015]"
F,N,"[0.25925925925925924, 0.04672028078349208, 0.20555555555555555, 0.3194444444444444, 3.0, 360.0, 1.29600598304539, 4.387897643366151, 7.114097048990207, 0.7249807064489246, 0.4518000454843004]"
F,N,"[0.26018518518518524, 0.03257891126992442, 0.23055555555555557, 0.3055555555555556, 3.0, 360.00000000000006, 1.5743313594640416, 5.804467375922096, 7.05231678069018, 0.6983746312917022, 0.5584747995821303]"
+,V,"[0.27037037037037037, 0.026287165864034054, 0.2361111111111111, 0.3, 3.0, 359.99999999999994, -0.24699627122056925, 0.3971270739933388, 5.0988916523093994, 0.7341940568811703, 0.5135441101579261]"
F,N,"[0.2657407407407408, 0.04033892761257772, 0.23055555555555557, 0.32222222222222224, 3.0, 360.00000000000006, 1.6245435980272644, 5.634470896178119, 6.67878662466783, 0.7054451108490429, 0.44800712838772366]"
F,V,"[0.26481481481481484, 0.04341003025826313, 0.20555555555555555, 0.30833333333333335, 3.0, 360.0, -0.6213864388878747, 0.7026920483657446, 5.002561938024435, 0.7449065414326247, 0.5048306638405066]"
+,V,"[0.27499999999999997, 0.055043940547043875, 0.2, 0.33055555555555555, 3.0, 360.0, -0.48557986009465004, 0.34120841603978835, 4.920938667733141, 0.7500365054190616, 0.519274552512585]"
F,N,"[0.29166666666666663, 0.03611111111111112, 0.25555555555555554, 0.3277777777777778, 2.0, 360.0, 0.824674889512042, 1.751896217662578, 6.026670504437363, 0.7718170041952008, 0.6031146895206246]"
F,V,"[0.262037037037037, 0.03304920055106434, 0.21944444444444444, 0.3, 3.0, 360.0, 0.06571162059258599, 0.6126973499208934, 5.147912361908429, 0.7323795196585197, 0.49866364407125674]"
F,N,"[0.225, 0.023679096023230425, 0.20555555555555555, 0.25833333333333336, 3.0, 359.9999999999999, 1.7206489477676892, 6.191458393127938, 6.778092731104991, 0.6579518939552949, 0.4236635576328772]"
F,V,"[0.2648148148148148, 0.03770235753981913, 0.2222222222222222, 0.3138888888888889, 3.0, 360.0, -0.3662274426300294, 0.2846848216824367, 4.866005218701623, 0.76830623509648, 0.5948150673734544]"
F,N,"[0.2555555555555556, 0.037474271008977884, 0.2111111111111111, 0.30277777777777776, 3.0, 360.0, 1.2371113816960988, 3.7039922539891723, 6.594015846312566, 0.7214953721040726, 0.5584022975785302]"
F,N,"[0.2833333333333333, 0.030555555555555558, 0.25277777777777777, 0.3138888888888889, 2.0, 360.00000000000006, 1.2614341017928774, 3.964114144043285, 6.530424730535731, 0.7173960918521605, 0.4227462050950203]"
F,N,"[0.25, 0.04380324508338841, 0.20277777777777778, 0.30833333333333335, 3.0, 359.9999999999999, 1.1389181165339788, 2.638059601206116, 6.376239737979331, 0.7537160537837401, 0.4888017652386273]"
F,V,"[0.28055555555555556, 0.01944444444444443, 0.2611111111111111, 0.3, 2.0, 360.0, -0.5055485594367024, 0.563592089274565, 5.066921978956276, 0.7430733541816279, 0.5322024790344865]"
F,N,"[0.26666666666666666, 0.039349128446066264, 0.2361111111111111, 0.32222222222222224, 3.0, 360.0000000000001, 0.9287604814567822, 1.7981980112979503, 6.3664674320984105, 0.7654781986467621, 0.48939544082986364]"
F,N,"[0.27222222222222225, 0.04519049756263863, 0.2388888888888889, 0.33611111111111114, 3.0, 360.00000000000006, 1.2900577983997221, 3.6578324977411487, 6.9472178453755795, 0.7409022788212763, 0.49183898860423847]"
F,N,"[0.28194444444444444, 0.029166666666666674, 0.25277777777777777, 0.3111111111111111, 2.0, 360.0, 1.5829874209128785, 5.625122817511372, 6.699239347109189, 0.695550311352165, 0.4520034176032687]"
F,N,"[0.2791666666666667, 0.034722222222222224, 0.24444444444444444, 0.3138888888888889, 2.0, 359.99999999999994, 1.1843786118378694, 3.3799715463832616, 6.533734934518483, 0.7247595514481727, 0.519429259917129]"
F,N,"[0.25833333333333336, 0.049742133402086275, 0.21388888888888888, 0.3277777777777778, 3.0, 360.0, 1.4111747672009376, 4.84331187366457, 7.242539164321213, 0.7250345499263574, 0.4602651676659039]"
F,N,"[0.25833333333333336, 0.04752084229761608, 0.20833333333333334, 0.32222222222222224, 3.0, 360.0, 1.668693156270269, 5.6991553113917774, 7.018063159855238, 0.7153682525884347, 0.488304433730144]"
F,V,"[0.3013888888888889, 0.012500000000000011, 0.28888888888888886, 0.3138888888888889, 2.0, 359.9999999999999, -0.2823756105531007, 0.5305832159173525, 5.078766809427052, 0.7723163228096831, 0.5513793546565077]"
F,V,"[0.2675925925925926, 0.04583099507690585, 0.20277777777777778, 0.3, 3.0, 360.0, -0.5720203298448037, 0.67751431520084, 5.041872611345351, 0.7332767980751145, 0.48752333494363365]"
F,N,"[0.2759259259259259, 0.04975936608349779, 0.22777777777777777, 0.34444444444444444, 3.0, 359.99999999999994, 0.764546102880513, 1.7518092872297437, 6.155104087865947, 0.7843903697956389, 0.7217481288222664]"
F,N,"[0.26666666666666666, 0.04012583088892675, 0.2222222222222222, 0.3194444444444444, 3.0, 359.9999999999999, 1.1468450429469443, 3.9797123951310587, 6.574997844265425, 0.7065920835740971, 0.44660560317289066]"
F,V,"[0.3125, 0.015277777777777779, 0.2972222222222222, 0.3277777777777778, 2.0, 360.0000000000001, -0.04882533045058093, 0.9586135095197013, 5.236916705555858, 0.732940883350341, 0.48351987394901635]"
F,N,"[0.26666666666666666, 0.03432176480157525, 0.23333333333333334, 0.3138888888888889, 3.0, 359.99999999999994, 1.5286108502565523, 5.705629509493129, 7.047298277824251, 0.7015608526962647, 0.38447037345762297]"
F,V,"[0.3041666666666667, 0.00416666666666668, 0.3, 0.30833333333333335, 2.0, 360.0000000000001, -0.24449907609648555, 0.532386802524544, 4.965344498403219, 0.7509980575398588, 0.5101839132281871]"
F,R,"[0.2796296296296297, 0.05621521939503903, 0.23055555555555557, 0.35833333333333334, 3.0, 360.0, 1.1201849379020385, 3.532040133121332, 6.455475789922049, 0.726178175127315, 0.573525513887495]"
F,N,"[0.30138888888888893, 0.04027777777777777, 0.2611111111111111, 0.3416666666666667, 2.0, 360.0, 1.5431211492695494, 5.494061895044915, 6.815578683851863, 0.6874275746884496, 0.4868566698974353]"
F,N,"[0.2847222222222222, 0.026388888888888882, 0.25833333333333336, 0.3111111111111111, 2.0, 360.0, 1.328607105598157, 4.298950502023312, 6.590063482034121, 0.7156593701971319, 0.45831679178508444]"
F,N,"[0.25925925925925924, 0.04196395997638763, 0.20833333333333334, 0.3111111111111111, 3.0, 360.0, 1.2718291043502423, 4.507157355010917, 6.710520483614381, 0.7034324504537754, 0.441984016558595]"
F,N,"[0.28194444444444444, 0.026388888888888906, 0.25555555555555554, 0.30833333333333335, 2.0, 360.0, 1.300223871550687, 3.845190954715785, 6.413765622782005, 0.734897276955637, 0.5976693959254564]"
F,N,"[0.2518518518518519, 0.04184119825072224, 0.20833333333333334, 0.30833333333333335, 3.0, 360.00000000000006, 1.361728920687803, 3.264333272128648, 6.2275828575263406, 0.7454304485286839, 0.5285737652067741]"
+,V,"[0.31805555555555554, 0.026388888888888882, 0.2916666666666667, 0.34444444444444444, 2.0, 360.00000000000006, -0.2677119493999384, 0.5515903014406218, 5.001747292147685, 0.7212893831728034, 0.4663337830018507]"
F,N,"[0.28888888888888886, 0.022222222222222227, 0.26666666666666666, 0.3111111111111111, 2.0, 359.99999999999994, 1.2383505558461843, 4.201883480036846, 6.562322494183894, 0.697704312181603, 0.4248420649919977]"
V,F,"[0.25925925925925924, 0.042572459009528336, 0.20277777777777778, 0.3055555555555556, 3.0, 359.9999999999999, 0.7916397431830902, 2.7725045563399675, 6.303643401878244, 0.7088205861703344, 0.47304991599255775]"
F,N,"[0.2638888888888889, 0.044270492918081175, 0.2111111111111111, 0.3194444444444444, 3.0, 360.0, 1.1170366198090849, 3.6368976728638147, 6.447419242089499, 0.7050948771572133, 0.39726871382792683]"
F,N,"[0.26481481481481484, 0.04764696418618004, 0.20555555555555555, 0.32222222222222224, 3.0, 360.00000000000006, 1.535766427259166, 5.615652130501875, 6.873216291287539, 0.6827692491201147, 0.3978595082017775]"
F,V,"[0.2972222222222222, 0.002777777777777768, 0.29444444444444445, 0.3, 2.0, 360.0, -0.45702753554043485, 0.7387900091641875, 5.192630943923419, 0.731353700007702, 0.5181026987709845]"
F,N,"[0.27361111111111114, 0.02361111111111111, 0.25, 0.2972222222222222, 2.0, 360.0, 1.0258724028836494, 2.918791842170701, 6.298320716344987, 0.7456351559056189, 0.5647782364679208]"
F,N,"[0.2675925925925926, 0.04850296612484738, 0.20277777777777778, 0.3194444444444444, 3.0, 360.0000000000001, 1.4395312323958935, 5.158973816207677, 6.636681058080841, 0.6855819093356796, 0.4061014186515327]"
F,N,"[0.28194444444444444, 0.03749999999999999, 0.24444444444444444, 0.3194444444444444, 2.0, 360.0, 1.4077352065181163, 5.236207285895798, 6.7042730911123725, 0.6900005125476852, 0.4326513079404488]"
F,N,"[0.29583333333333334, 0.048611111111111105, 0.24722222222222223, 0.34444444444444444, 2.0, 360.0, 1.013318915656778, 2.5638918861700226, 6.195540037158379, 0.7601494953931325, 0.6300595068993939]"
V,N,"[0.25833333333333336, 0.033410404727164285, 0.2111111111111111, 0.2833333333333333, 3.0, 360.0, 0.9576355702360472, 3.5718687054432356, 7.016544907691113, 0.716772514444683, 0.5255745234488287]"
L,V,"[0.27777777777777773, 0.05896919751144687, 0.23333333333333334, 0.3611111111111111, 3.0, 360.0000000000001, 0.17885717294009387, 0.4318217207007913, 4.876930428569075, 0.78703069336059, 0.5532007191824728]"
|,N,"[0.2425925925925926, 0.03304920055106434, 0.2, 0.28055555555555556, 3.0, 360.00000000000006, 1.281896308942666, 3.7654998765098497, 5.8911705646454395, 0.7354545763204121, 0.5666822624626264]"
L,N,"[0.24259259259259258, 0.02889719728579117, 0.21944444444444444, 0.2833333333333333, 3.0, 359.99999999999994, 2.007992320635877, 9.17019796411758, 7.2518341853149115, 0.6054041171514233, 0.25942326417432504]"
L,N,"[0.24629629629629632, 0.02994622523851153, 0.21388888888888888, 0.2861111111111111, 3.0, 360.0, 2.02241744096625, 8.57507061591454, 6.831177408828151, 0.5861418713727223, 0.20173014372845127]"
L,N,"[0.25555555555555554, 0.026156383133010257, 0.23055555555555557, 0.2916666666666667, 3.0, 360.0, 2.0546530365421725, 9.235670286435303, 7.121031732157374, 0.5454105621490973, 0.25092914984438397]"
+,V,"[0.2833333333333333, 0.06647348553999098, 0.21944444444444444, 0.375, 3.0, 360.00000000000006, 0.0964249190728365, -0.03860888852033861, 4.985367022077268, 0.7585199956904985, 0.5633700403231834]"
V,N,"[0.262037037037037, 0.03995453520442855, 0.21666666666666667, 0.3138888888888889, 3.0, 359.99999999999994, 1.430127825584321, 4.496528720701225, 6.151781273172412, 0.6866462359697703, 0.539132589147007]"
L,N,"[0.2537037037037037, 0.04311276565489932, 0.2, 0.3055555555555556, 3.0, 360.0, 2.038644310504017, 8.974927735255505, 7.098279791584973, 0.5743467540238819, 0.30880494153784815]"
L,N,"[0.3041666666666667, 0.012499999999999983, 0.2916666666666667, 0.31666666666666665, 2.0, 359.99999999999994, 1.557619886764777, 6.428714975274232, 6.675660755862759, 0.6455954616351705, 0.2907068176534885]"
L,N,"[0.2861111111111111, 0.024999999999999994, 0.2611111111111111, 0.3111111111111111, 2.0, 360.0, 2.3865475016447095, 10.356223137106182, 7.072318247353811, 0.5784477874658018, 0.2562345320805962]"
L,N,"[0.25092592592592594, 0.042572459009528336, 0.21944444444444444, 0.3111111111111111, 3.0, 360.0, 2.4092810861906875, 10.785211870049473, 7.282214289728204, 0.5670631553718978, 0.2728725162892068]"
L,N,"[0.2675925925925926, 0.042693118086661125, 0.23333333333333334, 0.3277777777777778, 3.0, 359.99999999999994, 2.2289963825951067, 9.261869438354262, 6.860937035114797, 0.5893501033468437, 0.299726348689274]"
L,N,"[0.22430555555555556, 0.02525907427704612, 0.2, 0.26666666666666666, 4.0, 359.9999999999999, 1.9452018153546247, 7.217592992550058, 6.4179104466722805, 0.6440348991921807, 0.32142699078419257]"
L,N,"[0.24629629629629632, 0.03226157664848954, 0.21944444444444444, 0.2916666666666667, 3.0, 359.99999999999994, 2.1312751865790034, 8.853533943195592, 6.865376537105492, 0.6146699582409156, 0.24284699071074956]"
V,N,"[0.26296296296296295, 0.03095972869870461, 0.2222222222222222, 0.2972222222222222, 3.0, 359.99999999999994, 1.8190156664760322, 4.887347934598846, 6.361682257082957, 0.6933367314022598, 0.5059326237850026]"
V,N,"[0.24074074074074073, 0.03366603511610711, 0.20555555555555555, 0.2861111111111111, 3.0, 360.0, 1.5637792419717915, 4.746617678497757, 6.326714175920596, 0.6903596711452017, 0.4895102899472043]"
L,N,"[0.2546296296296296, 0.025492407218400365, 0.22777777777777777, 0.28888888888888886, 3.0, 359.99999999999994, 2.097875116627113, 8.538572343540393, 6.708505968264893, 0.6167332661593404, 0.2739553303398212]"
L,N,"[0.24444444444444446, 0.03650074693412412, 0.20833333333333334, 0.29444444444444445, 3.0, 359.99999999999994, 1.7094750834778678, 8.229855914404377, 7.1956674215818826, 0.6052383913815789, 0.2872505367758008]"
L,N,"[0.2833333333333333, 0.016666666666666663, 0.26666666666666666, 0.3, 2.0, 359.99999999999994, 1.2106177165318657, 5.0492654667894445, 6.992630219183152, 0.6950788296169322, 0.33269366172133435]"
V,N,"[0.24374999999999997, 0.03493683674473684, 0.2, 0.2833333333333333, 4.0, 359.99999999999994, 1.4855520170962693, 3.3828411780037957, 5.963245875956772, 0.758546714891588, 0.5902726114982255]"
V,N,"[0.2638888888888889, 0.03868996743662255, 0.2111111111111111, 0.30277777777777776, 3.0, 360.0000000000001, 1.367073739983719, 3.613783682616357, 6.425930377780712, 0.7574588305468385, 0.552406441875783]"
V,N,"[0.24814814814814815, 0.02549240721840039, 0.21388888888888888, 0.275, 3.0, 360.0, 1.8023242264787567, 5.273693224426676, 6.487322074595879, 0.7300236134587736, 0.5432604570129606]"
V,N,"[0.25, 0.02500000000000001, 0.225, 0.275, 2.0, 360.0, 0.6436988950643697, 1.2140899016131401, 6.12642436026268, 0.7885756821296367, 0.7397985202403079]"
V,N,"[0.25092592592592594, 0.028718634109760787, 0.2111111111111111, 0.2777777777777778, 3.0, 359.9999999999999, 1.467645196381231, 3.580685590731057, 6.036411621401412, 0.7500845511706344, 0.602007543780849]"
L,N,"[0.2986111111111111, 0.020833333333333315, 0.2777777777777778, 0.3194444444444444, 2.0, 360.0000000000001, 2.1043785853113945, 8.84056681748464, 6.883359343033895, 0.5992089990141126, 0.2640010317921791]"
V,N,"[0.2569444444444444, 0.037500000000000006, 0.21944444444444444, 0.29444444444444445, 2.0, 360.0, 1.2326074693077862, 4.142375480220101, 6.87566958056378, 0.7389712715871579, 0.5193914430268357]"
V,N,"[0.2675925925925926, 0.04887275266813572, 0.2, 0.3138888888888889, 3.0, 359.9999999999999, 1.2039791869466134, 3.5859544345311942, 6.548567996334323, 0.7428188130551056, 0.6289118370714054]"
L,N,"[0.31805555555555554, 0.020833333333333343, 0.2972222222222222, 0.3388888888888889, 2.0, 360.0000000000001, 1.5091210427008348, 6.169947607217784, 6.980957781943365, 0.6716304823949967, 0.2924381031359282]"
